Main Serial No.,Sr. No.,College Name,College Code,Merit No,Merit Marks,Gender,Candidate Type,Category,Home University,PH Type,Defence Type,HSC Eligibility,Seat Type,Fees Paid,CAP Round,Admitted/Uploaded Late,BRANCH,NATIONALITY
4784,4,SINHGAD KONDHWA (BK),6187,18228,231793,M,OMS,NA,OHU,NA,NA,86.89,AI,94000,ROUND 1,NO,MECHANICAL,INDIAN
4785,5,SINHGAD KONDHWA (BK),6187,18406,233965,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,82.33,AI,47000,ROUND 1,NO,MECHANICAL,INDIAN
4786,6,SINHGAD KONDHWA (BK),6187,18838,239367,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,86.5,AI,94000,ROUND 1,NO,MECHANICAL,INDIAN
4787,7,SINHGAD KONDHWA (BK),6187,18948,240766,M,TYPE A,OPEN,NAGPUR,NA,NA,78,AI,94000,ROUND 1,NO,MECHANICAL,INDIAN
4788,8,SINHGAD KONDHWA (BK),6187,20001,254830,M,TYPE A,OBC,AMRAVATI,NA,NA,91,AI,47000,ROUND 1,NO,MECHANICAL,INDIAN
4789,9,SINHGAD KONDHWA (BK),6187,19613,80.21,M,TYPE A,OPEN,MUMBAI,NA,DEF1,81.33,DEFO,94000,ROUND 1,NO,MECHANICAL,INDIAN
4790,10,SINHGAD KONDHWA (BK),6187,55217,52.87,M,TYPE A,NT-B,PUNE,NA,NA,67,GNT1H,9400,ROUND 1,NO,MECHANICAL,INDIAN
4791,11,SINHGAD KONDHWA (BK),6187,58504,50.96,M,TYPE A,NT-D,PUNE,NA,NA,55,GNT3H,9400,ROUND 1,NO,MECHANICAL,INDIAN
4792,12,SINHGAD KONDHWA (BK),6187,32629,58.46,M,TYPE A,OBC,PUNE,NA,NA,57.67,GOBCH,47000,ROUND 1,NO,MECHANICAL,INDIAN
4793,13,SINHGAD KONDHWA (BK),6187,34519,66.98,M,TYPE A,OBC,PUNE,NA,NA,82,GOBCH,47000,ROUND 1,NO,MECHANICAL,INDIAN
4794,14,SINHGAD KONDHWA (BK),6187,36726,65.3,M,TYPE A,OBC,PUNE,NA,NA,48.67,GOBCH,47000,ROUND 1,NO,MECHANICAL,INDIAN
4795,15,SINHGAD KONDHWA (BK),6187,22007,77.82,M,TYPE A,OBC,SOLAPUR,NA,NA,71.33,GOBCO,47000,ROUND 1,NO,MECHANICAL,INDIAN
4796,16,SINHGAD KONDHWA (BK),6187,24217,75.79,M,TYPE A,OPEN,PUNE,NA,NA,66.33,GOPENH,94000,ROUND 1,NO,MECHANICAL,INDIAN
4797,17,SINHGAD KONDHWA (BK),6187,24762,75.25,M,TYPE A,OPEN,PUNE,NA,NA,59.67,GOPENH,94000,ROUND 1,NO,MECHANICAL,INDIAN
4798,18,SINHGAD KONDHWA (BK),6187,25026,75.02,M,TYPE A,OPEN,PUNE,NA,NA,73.33,GOPENH,94000,ROUND 1,NO,MECHANICAL,INDIAN
4799,19,SINHGAD KONDHWA (BK),6187,25563,74.48,M,TYPE A,OPEN,PUNE,NA,NA,69,GOPENH,94000,ROUND 1,NO,MECHANICAL,INDIAN
4800,20,SINHGAD KONDHWA (BK),6187,19852,79.93,M,TYPE A,OPEN,SHIVAJI,NA,NA,76.67,GOPENO,94000,ROUND 1,NO,MECHANICAL,INDIAN
4801,21,SINHGAD KONDHWA (BK),6187,21049,78.75,M,TYPE A,OPEN,SRTMU,NA,NA,62.67,GOPENO,94000,ROUND 1,NO,MECHANICAL,INDIAN
4802,22,SINHGAD KONDHWA (BK),6187,70023,43.67,M,TYPE A,SC,PUNE,NA,NA,48.67,GSCH,9400,ROUND 1,NO,MECHANICAL,INDIAN
4803,23,SINHGAD KONDHWA (BK),6187,76079,39.67,M,TYPE A,SC,PUNE,NA,NA,60.67,GSCH,9400,ROUND 1,NO,MECHANICAL,INDIAN
4804,24,SINHGAD KONDHWA (BK),6187,76417,39.4,M,TYPE A,SC,PUNE,NA,NA,49.67,GSCH,9400,ROUND 1,NO,MECHANICAL,INDIAN
4805,25,SINHGAD KONDHWA (BK),6187,32868,68.26,M,TYPE A,SC,MUMBAI,NA,NA,78.33,GSCO,9400,ROUND 1,NO,MECHANICAL,INDIAN
4806,26,SINHGAD KONDHWA (BK),6187,57929,51.25,M,TYPE A,SBC,PUNE,NA,NA,73.67,GSTH,9400,ROUND 1,NO,MECHANICAL,INDIAN
4807,27,SINHGAD KONDHWA (BK),6187,42762,61.03,M,TYPE A,NT-C,PUNE,NA,NA,61,LNT2H,9400,ROUND 1,NO,MECHANICAL,INDIAN
4808,28,SINHGAD KONDHWA (BK),6187,35356,66.33,M,TYPE A,OBC,PUNE,NA,NA,81.67,LOBCH,47000,ROUND 1,NO,MECHANICAL,INDIAN
4809,29,SINHGAD KONDHWA (BK),6187,36380,65.6,M,TYPE A,OBC,PUNE,NA,NA,74,LOBCH,47000,ROUND 1,NO,MECHANICAL,INDIAN
4810,30,SINHGAD KONDHWA (BK),6187,22114,77.71,M,TYPE A,OBC,AMRAVATI,NA,NA,67,LOBCO,47000,ROUND 1,NO,MECHANICAL,INDIAN
4811,31,SINHGAD KONDHWA (BK),6187,72259,42.25,F,TYPE A,OPEN,PUNE,NA,NA,55,LOPENH,94000,ROUND 1,NO,MECHANICAL,INDIAN
4812,32,SINHGAD KONDHWA (BK),6187,58717,50.77,F,TYPE A,OPEN,SOLAPUR,NA,NA,69.67,LOPENO,94000,ROUND 1,NO,MECHANICAL,INDIAN
4813,33,SINHGAD KONDHWA (BK),6187,77785,38.47,M,TYPE A,SC,PUNE,NA,NA,60,LSCH,9400,ROUND 1,NO,MECHANICAL,INDIAN
4814,34,SINHGAD KONDHWA (BK),6187,21785,78.01,M,TYPE A,NT-C,SHIVAJI,NA,NA,71.33,GNT2O,9400,ROUND 2,NO,MECHANICAL,INDIAN
4815,35,SINHGAD KONDHWA (BK),6187,26607,73.57,M,TYPE A,OPEN,PUNE,NA,DEF3,84.67,GOPENH,94000,ROUND 2,NO,MECHANICAL,INDIAN
4816,36,SINHGAD KONDHWA (BK),6187,30671,70.1,M,TYPE A,OPEN,PUNE,NA,NA,76.67,GOPENH,94000,ROUND 2,NO,MECHANICAL,INDIAN
4817,37,SINHGAD KONDHWA (BK),6187,31420,69.47,M,TYPE A,OPEN,PUNE,NA,NA,54,GOPENH,94000,ROUND 2,NO,MECHANICAL,INDIAN
4818,38,SINHGAD KONDHWA (BK),6187,16908,82.95,M,TYPE A,OPEN,MUMBAI,NA,NA,69.67,GOPENO,94000,ROUND 2,NO,MECHANICAL,INDIAN
4819,39,SINHGAD KONDHWA (BK),6187,41453,61.95,F,TYPE A,NT-D,PUNE,NA,NA,81.33,LOPENH,9400,ROUND 2,NO,MECHANICAL,INDIAN
4820,40,SINHGAD KONDHWA (BK),6187,30699,70.04,M,TYPE B,SC,NAGPUR,NA,NA,83.56,LSCO,9400,ROUND 2,NO,MECHANICAL,INDIAN
4821,41,SINHGAD KONDHWA (BK),6187,31688,69.26,M,TYPE A,OBC,PUNE,NA,NA,61.67,PHCH,47000,ROUND 2,NO,MECHANICAL,INDIAN
4822,42,SINHGAD KONDHWA (BK),6187,40299,62.76,M,TYPE A,SBC,NAGPUR,NA,NA,67,GOPEN,10220,COUNSELING ROUND,NO,MECHANICAL,INDIAN
4823,43,SINHGAD KONDHWA (BK),6187,46875,58.23,M,TYPE A,OPEN,PUNE,NA,NA,78.5,GOPEN,94820,COUNSELING ROUND,NO,MECHANICAL,INDIAN
4824,44,SINHGAD KONDHWA (BK),6187,47266,57.97,M,TYPE A,SC,MUMBAI,NA,NA,72.67,GOPEN,20220,COUNSELING ROUND,NO,MECHANICAL,INDIAN
4825,45,SINHGAD KONDHWA (BK),6187,47554,57.79,M,TYPE A,OPEN,PUNE,NA,NA,62.67,GOPEN,94820,COUNSELING ROUND,NO,MECHANICAL,INDIAN
4826,46,SINHGAD KONDHWA (BK),6187,49233,56.65,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,70.33,GOPEN,47820,COUNSELING ROUND,NO,MECHANICAL,INDIAN
4827,47,SINHGAD KONDHWA (BK),6187,49518,56.47,M,TYPE C,OPEN,PUNE,NA,NA,85.67,GOPEN,94820,COUNSELING ROUND,NO,MECHANICAL,INDIAN
4828,1,SINHGAD KONDHWA (BK),6187,138,82.08,M,OMS,OPEN,OHU,NA,NA,82.33,ACAP,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4829,1,SINHGAD KONDHWA (BK),6187,7,67.54,M,TYPE B,OBC,NAGPUR,NA,NA,84,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4830,2,SINHGAD KONDHWA (BK),6187,10,66.46,M,TYPE A,OPEN,PUNE,NA,NA,56.67,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4831,3,SINHGAD KONDHWA (BK),6187,14,62.2,M,TYPE A,OPEN,MUMBAI,NA,NA,69,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4832,4,SINHGAD KONDHWA (BK),6187,18,59.2,M,TYPE A,OPEN,PUNE,NA,NA,56.67,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4833,5,SINHGAD KONDHWA (BK),6187,21,57.6,M,TYPE A,OPEN,PUNE,NA,NA,55,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4834,6,SINHGAD KONDHWA (BK),6187,54,42.38,M,TYPE A,OPEN,PUNE,NA,NA,50,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4835,7,SINHGAD KONDHWA (BK),6187,55,41.99,M,TYPE A,OPEN,PUNE,NA,NA,60.67,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4836,8,SINHGAD KONDHWA (BK),6187,94,31.43,M,TYPE A,OPEN,PUNE,NA,NA,52.67,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4837,9,SINHGAD KONDHWA (BK),6187,108,82.4,M,TYPE A,OPEN,PUNE,NA,NA,84.33,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4838,10,SINHGAD KONDHWA (BK),6187,118,67.85,M,TYPE A,OPEN,PUNE,NA,NA,58.33,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4839,11,SINHGAD KONDHWA (BK),6187,203,57.17,M,OMS,OPEN,OHU,NA,NA,72.67,IL,94000,INSTITUTE LEVEL,NO,MECHANICAL,INDIAN
4840,1,SINHGAD NARHE,6182,18757,238308,M,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,88.33,AI,106584,ROUND 1,NO,CIVIL,INDIAN
4841,2,SINHGAD NARHE,6182,20188,256959,M,TYPE A,OBC,SRTMU,NA,NA,70.67,AI,30000,ROUND 1,NO,CIVIL,INDIAN
4842,3,SINHGAD NARHE,6182,21676,277248,M,TYPE A,OPEN,PUNE,NA,NA,59.17,AI,106484,ROUND 1,NO,CIVIL,INDIAN
4843,4,SINHGAD NARHE,6182,24725,318283,M,TYPE A,OBC,AMRAVATI,NA,NA,80.5,AI,61296,ROUND 1,NO,CIVIL,INDIAN
4844,5,SINHGAD NARHE,6182,25656,330394,M,TYPE A,OPEN,PUNE,NA,NA,72.67,AI,106484,ROUND 1,NO,CIVIL,INDIAN
4845,6,SINHGAD NARHE,6182,26966,346761,M,TYPE A,OBC,BAMU,NA,NA,84.67,AI,61296,ROUND 1,NO,CIVIL,INDIAN
4846,7,SINHGAD NARHE,6182,31260,69.6,M,TYPE C,OPEN,MUMBAI,NA,DEF3,79,DEFO,106484,ROUND 1,NO,CIVIL,INDIAN
4847,8,SINHGAD NARHE,6182,27973,72.34,M,TYPE A,NT-B,SHIVAJI,NA,NA,75,GNT1O,16107,ROUND 1,NO,CIVIL,INDIAN
4848,9,SINHGAD NARHE,6182,55175,52.92,M,TYPE A,NT-C,PUNE,NA,NA,48.5,GNT2H,16107,ROUND 1,NO,CIVIL,INDIAN
4849,10,SINHGAD NARHE,6182,34638,66.87,M,TYPE A,NT-C,SOLAPUR,NA,NA,52,GNT2O,16107,ROUND 1,NO,CIVIL,INDIAN
4850,11,SINHGAD NARHE,6182,38671,63.88,M,TYPE A,NT-D,PUNE,NA,NA,68.67,GNT3H,16107,ROUND 1,NO,CIVIL,INDIAN
4851,12,SINHGAD NARHE,6182,33540,67.74,M,TYPE A,OBC,PUNE,NA,NA,85.33,GOBCH,61296,ROUND 1,NO,CIVIL,INDIAN
4852,13,SINHGAD NARHE,6182,34668,66.84,M,TYPE A,OBC,PUNE,NA,NA,63.17,GOBCH,24000,ROUND 1,NO,CIVIL,INDIAN
4853,14,SINHGAD NARHE,6182,35662,66.08,M,TYPE A,OBC,PUNE,NA,NA,57.33,GOBCH,61296,ROUND 1,NO,CIVIL,INDIAN
4854,15,SINHGAD NARHE,6182,37442,64.77,M,TYPE A,OBC,PUNE,NA,NA,57.33,GOBCH,61296,ROUND 1,NO,CIVIL,INDIAN
4855,16,SINHGAD NARHE,6182,40041,62.93,M,TYPE A,OBC,PUNE,NA,NA,47.67,GOBCH,61296,ROUND 1,NO,CIVIL,INDIAN
4856,17,SINHGAD NARHE,6182,42220,61.41,M,TYPE A,OBC,PUNE,NA,NA,57,GOBCH,61296,ROUND 1,NO,CIVIL,INDIAN
4857,18,SINHGAD NARHE,6182,25943,74.18,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,80.33,GOBCO,61296,ROUND 1,NO,CIVIL,INDIAN
4858,19,SINHGAD NARHE,6182,26929,73.23,M,TYPE B,OBC,SRTMU,NA,NA,80.11,GOBCO,61296,ROUND 1,NO,CIVIL,INDIAN
4859,20,SINHGAD NARHE,6182,27281,72.94,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,60.5,GOBCO,61296,ROUND 1,NO,CIVIL,INDIAN
4860,21,SINHGAD NARHE,6182,18653,81.18,M,TYPE A,OBC,PUNE,NA,NA,69,GOPENH,61296,ROUND 1,NO,CIVIL,INDIAN
4861,22,SINHGAD NARHE,6182,26181,73.94,M,TYPE A,OPEN,PUNE,NA,NA,65.67,GOPENH,106484,ROUND 1,NO,CIVIL,INDIAN
4862,23,SINHGAD NARHE,6182,26211,73.93,M,TYPE A,NT-D,PUNE,NA,NA,63.17,GOPENH,16107,ROUND 1,NO,CIVIL,INDIAN
4863,24,SINHGAD NARHE,6182,27861,72.43,M,TYPE A,OPEN,PUNE,NA,NA,73.17,GOPENH,106484,ROUND 1,NO,CIVIL,INDIAN
4864,25,SINHGAD NARHE,6182,30327,70.37,M,TYPE A,OPEN,PUNE,NA,NA,76,GOPENH,106484,ROUND 1,NO,CIVIL,INDIAN
4865,26,SINHGAD NARHE,6182,32403,68.67,M,TYPE A,OBC,PUNE,NA,NA,82.67,GOPENH,61296,ROUND 1,NO,CIVIL,INDIAN
4866,27,SINHGAD NARHE,6182,32578,68.5,M,TYPE A,OPEN,PUNE,NA,NA,62,GOPENH,106484,ROUND 1,NO,CIVIL,INDIAN
4867,28,SINHGAD NARHE,6182,32670,68.44,M,TYPE A,OPEN,PUNE,NA,NA,73.67,GOPENH,106484,ROUND 1,NO,CIVIL,INDIAN
4868,29,SINHGAD NARHE,6182,32684,68.43,M,TYPE A,OPEN,PUNE,NA,NA,54,GOPENH,50000,ROUND 1,NO,CIVIL,INDIAN
4869,30,SINHGAD NARHE,6182,25487,74.61,M,TYPE A,OPEN,SRTMU,NA,NA,71.33,GOPENO,70000,ROUND 1,NO,CIVIL,INDIAN
4870,31,SINHGAD NARHE,6182,25652,74.46,M,TYPE A,NT-D,SHIVAJI,NA,NA,73.83,GOPENO,16107,ROUND 1,NO,CIVIL,INDIAN
4871,32,SINHGAD NARHE,6182,58147,51.13,M,TYPE A,SC,PUNE,NA,NA,46.67,GSCH,16107,ROUND 1,NO,CIVIL,INDIAN
4872,33,SINHGAD NARHE,6182,60320,49.86,M,TYPE A,SC,PUNE,NA,NA,71.33,GSCH,16107,ROUND 1,NO,CIVIL,INDIAN
4873,34,SINHGAD NARHE,6182,64506,47.22,M,TYPE A,SC,PUNE,NA,NA,58,GSCH,16107,ROUND 1,NO,CIVIL,INDIAN
4874,35,SINHGAD NARHE,6182,64756,47.1,M,TYPE A,SC,PUNE,NA,NA,67.67,GSCH,16107,ROUND 1,NO,CIVIL,INDIAN
4875,36,SINHGAD NARHE,6182,66048,46.27,M,TYPE A,ST,PUNE,NA,NA,73.17,GSTH,16107,ROUND 1,NO,CIVIL,INDIAN
4876,37,SINHGAD NARHE,6182,39209,63.52,M,TYPE A,ST,NORTH MAHARASHTRA,NA,NA,59.67,GSTO,16107,ROUND 1,NO,CIVIL,INDIAN
4877,38,SINHGAD NARHE,6182,61071,49.39,M,TYPE A,DT/VJ,PUNE,NA,NA,51.33,GVJH,16107,ROUND 1,NO,CIVIL,INDIAN
4878,39,SINHGAD NARHE,6182,50318,55.95,F,TYPE A,OBC,PUNE,NA,NA,53.33,LOBCH,61296,ROUND 1,NO,CIVIL,INDIAN
4879,40,SINHGAD NARHE,6182,50940,55.58,F,TYPE A,OBC,PUNE,NA,NA,60,LOBCH,20000,ROUND 1,NO,CIVIL,INDIAN
4880,41,SINHGAD NARHE,6182,55579,52.67,F,TYPE A,OBC,PUNE,NA,NA,62,LOBCH,30000,ROUND 1,NO,CIVIL,INDIAN
4881,42,SINHGAD NARHE,6182,31223,69.62,F,TYPE A,OBC,AMRAVATI,NA,NA,55,LOBCO,31000,ROUND 1,NO,CIVIL,INDIAN
4882,43,SINHGAD NARHE,6182,34826,66.73,F,TYPE A,OPEN,PUNE,NA,NA,65.33,LOPENH,106484,ROUND 1,NO,CIVIL,INDIAN
4883,44,SINHGAD NARHE,6182,37293,64.88,F,TYPE A,OBC,PUNE,NA,NA,71.67,LOPENH,61296,ROUND 1,NO,CIVIL,INDIAN
4884,45,SINHGAD NARHE,6182,48429,57.22,F,TYPE A,OPEN,PUNE,NA,NA,68.33,LOPENH,106484,ROUND 1,NO,CIVIL,INDIAN
4885,46,SINHGAD NARHE,6182,72923,41.8,M,TYPE A,SC,PUNE,NA,NA,44.67,LSCH,16107,ROUND 1,NO,CIVIL,INDIAN
4886,47,SINHGAD NARHE,6182,83227,34.31,M,TYPE A,SC,PUNE,NA,NA,48,LSCH,16107,ROUND 1,NO,CIVIL,INDIAN
4887,48,SINHGAD NARHE,6182,39073,63.64,F,TYPE B,SC,AMRAVATI,NA,NA,83.78,LSCO,16107,ROUND 1,NO,CIVIL,INDIAN
4888,49,SINHGAD NARHE,6182,83262,34.25,M,TYPE A,ST,PUNE,NA,NA,48.33,LSTH,0,ROUND 1,NO,CIVIL,INDIAN
4889,50,SINHGAD NARHE,6182,18545,235697,M,TYPE A,OBC,MUMBAI,NA,NA,82.83,AI,64296,ROUND 2,NO,CIVIL,INDIAN
4890,51,SINHGAD NARHE,6182,18761,238344,M,TYPE A,OPEN,PUNE,NA,NA,84.67,AI,109484,ROUND 2,NO,CIVIL,INDIAN
4891,52,SINHGAD NARHE,6182,24751,318655,M,TYPE A,OPEN,SRTMU,NA,NA,70.33,AI,49000,ROUND 2,NO,CIVIL,INDIAN
4892,53,SINHGAD NARHE,6182,24881,320239,M,TYPE A,OPEN,NORTH MAHARASHTRA,NA,NA,80.33,AI,109484,ROUND 2,NO,CIVIL,INDIAN
4893,54,SINHGAD NARHE,6182,25523,328557,M,OMS,NA,OHU,NA,NA,70,AI,109984,ROUND 2,NO,CIVIL,INDIAN
4894,55,SINHGAD NARHE,6182,96002,18.01,F,TYPE A,NT-B,PUNE,NA,NA,45,GNT1H,10000,ROUND 2,NO,CIVIL,INDIAN
4895,56,SINHGAD NARHE,6182,47358,57.9,M,TYPE A,NT-C,PUNE,NA,NA,71.67,GNT2H,19107,ROUND 2,NO,CIVIL,INDIAN
4896,57,SINHGAD NARHE,6182,35432,66.26,M,TYPE A,OBC,PUNE,NA,NA,73.33,GOBCH,64296,ROUND 2,NO,CIVIL,INDIAN
4897,58,SINHGAD NARHE,6182,29477,71.08,M,TYPE A,OPEN,PUNE,NA,NA,54.33,GOPENH,50000,ROUND 2,NO,CIVIL,INDIAN
4898,59,SINHGAD NARHE,6182,31654,69.28,M,TYPE A,OPEN,PUNE,NA,NA,58,GOPENH,109464,ROUND 2,NO,CIVIL,INDIAN
4899,60,SINHGAD NARHE,6182,33871,67.47,M,TYPE A,OBC,PUNE,NA,NA,62.67,GOPENH,35000,ROUND 2,NO,CIVIL,INDIAN
4900,61,SINHGAD NARHE,6182,24108,75.86,M,TYPE A,OPEN,SRTMU,NA,NA,64,GOPENO,109484,ROUND 2,NO,CIVIL,INDIAN
4901,62,SINHGAD NARHE,6182,24119,75.85,M,TYPE A,OBC,NORTH MAHARASHTRA,NA,NA,60.67,GOPENO,30000,ROUND 2,NO,CIVIL,INDIAN
4902,63,SINHGAD NARHE,6182,84244,33.54,M,TYPE A,SC,PUNE,NA,NA,52.67,GSCH,19107,ROUND 2,NO,CIVIL,INDIAN
4903,64,SINHGAD NARHE,6182,46939,58.18,M,TYPE A,ST,PUNE,NA,NA,60.67,GSTH,19107,ROUND 2,NO,CIVIL,INDIAN
4904,65,SINHGAD NARHE,6182,51968,54.92,M,TYPE A,SBC,PUNE,NA,NA,49.67,GVJH,19107,ROUND 2,NO,CIVIL,INDIAN
4905,66,SINHGAD NARHE,6182,39949,63.04,M,TYPE A,DT/VJ,NORTH MAHARASHTRA,NA,NA,84,GVJO,19107,ROUND 2,NO,CIVIL,INDIAN
4906,67,SINHGAD NARHE,6182,62945,48.24,F,TYPE A,NT-C,PUNE,NA,NA,65.67,LOPENH,19107,ROUND 2,NO,CIVIL,INDIAN
4907,68,SINHGAD NARHE,6182,41290,62.07,F,TYPE A,SBC,NAGPUR,NA,NA,74.67,LOPENO,19107,ROUND 2,NO,CIVIL,INDIAN
4908,69,SINHGAD NARHE,6182,37874,64.44,M,TYPE A,OPEN,SRTMU,NA,NA,55.33,GOPEN,10000,COUNSELING ROUND,NO,CIVIL,INDIAN
4909,70,SINHGAD NARHE,6182,43405,60.56,M,TYPE A,OPEN,PUNE,NA,NA,61.33,GOPEN,99484,COUNSELING ROUND,NO,CIVIL,INDIAN
4910,71,SINHGAD NARHE,6182,43884,60.26,M,TYPE A,OPEN,PUNE,NA,NA,59.67,GOPEN,99484,COUNSELING ROUND,NO,CIVIL,INDIAN
4911,72,SINHGAD NARHE,6182,43971,60.21,M,TYPE A,OPEN,PUNE,NA,NA,71.67,GOPEN,99484,COUNSELING ROUND,NO,CIVIL,INDIAN
4912,73,SINHGAD NARHE,6182,44547,59.8,M,TYPE A,DT/VJ,PUNE,NA,NA,59,GOPEN,2000,COUNSELING ROUND,NO,CIVIL,INDIAN
4913,74,SINHGAD NARHE,6182,44564,59.8,M,TYPE A,OPEN,PUNE,NA,NA,68,GOPEN,99484,COUNSELING ROUND,NO,CIVIL,INDIAN
4914,75,SINHGAD NARHE,6182,49511,56.47,M,TYPE A,OBC,SOLAPUR,NA,NA,49,GOPEN,20000,COUNSELING ROUND,NO,CIVIL,INDIAN
4915,76,SINHGAD NARHE,6182,51992,54.9,M,TYPE A,NT-C,PUNE,NA,NA,58,GOPEN,9107,COUNSELING ROUND,NO,CIVIL,INDIAN
4916,77,SINHGAD NARHE,6182,55255,52.84,M,TYPE A,OPEN,PUNE,NA,NA,66.33,GOPEN,99484,COUNSELING ROUND,NO,CIVIL,INDIAN
4917,78,SINHGAD NARHE,6182,58217,51.1,M,TYPE A,OPEN,PUNE,NA,NA,72.67,GOPEN,99484,COUNSELING ROUND,NO,CIVIL,INDIAN
4918,79,SINHGAD NARHE,6182,60543,49.68,M,TYPE A,OPEN,AMRAVATI,NA,NA,58.67,GOPEN,49000,COUNSELING ROUND,NO,CIVIL,INDIAN
4919,80,SINHGAD NARHE,6182,61802,48.93,F,TYPE A,OBC,AMRAVATI,NA,NA,49.33,GOPEN,54296,COUNSELING ROUND,NO,CIVIL,INDIAN
4920,81,SINHGAD NARHE,6182,63656,47.76,M,TYPE A,NT-B,NAGPUR,NA,NA,58.67,GOPEN,0,COUNSELING ROUND,NO,CIVIL,INDIAN
4921,82,SINHGAD NARHE,6182,64467,47.24,F,TYPE A,OPEN,PUNE,NA,NA,51,GOPEN,99484,COUNSELING ROUND,NO,CIVIL,INDIAN
4922,83,SINHGAD NARHE,6182,65653,46.53,M,TYPE A,NT-D,BAMU,NA,NA,69.67,GOPEN,9107,COUNSELING ROUND,NO,CIVIL,INDIAN
4923,84,SINHGAD NARHE,6182,68913,44.42,M,TYPE A,NT-D,BAMU,NA,NA,67.67,GOPEN,1000,COUNSELING ROUND,NO,CIVIL,INDIAN
4924,85,SINHGAD NARHE,6182,70983,43.06,M,TYPE A,OBC,PUNE,NA,NA,46,GOPEN,54296,COUNSELING ROUND,NO,CIVIL,INDIAN
4925,86,SINHGAD NARHE,6182,71774,42.54,M,TYPE A,OPEN,MUMBAI,NA,NA,56.67,GOPEN,0,COUNSELING ROUND,NO,CIVIL,INDIAN
4926,87,SINHGAD NARHE,6182,73543,41.36,M,TYPE A,SC,NAGPUR,NA,NA,55.83,GOPEN,5107,COUNSELING ROUND,NO,CIVIL,INDIAN
4927,88,SINHGAD NARHE,6182,74412,40.82,M,TYPE A,OPEN,SHIVAJI,NA,NA,53.5,GOPEN,95484,COUNSELING ROUND,NO,CIVIL,INDIAN
4928,89,SINHGAD NARHE,6182,76071,39.68,M,TYPE A,OPEN,AMRAVATI,NA,NA,54.5,GOPEN,99484,COUNSELING ROUND,NO,CIVIL,INDIAN
4929,90,SINHGAD NARHE,6182,78252,38.09,M,TYPE A,OBC,SRTMU,NA,NA,48.67,GOPEN,0,COUNSELING ROUND,NO,CIVIL,INDIAN
4930,1,SINHGAD NARHE,6182,1,77.45,M,TYPE A,OPEN,SHIVAJI,NA,NA,77,ACAP,109484,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4931,2,SINHGAD NARHE,6182,2,64.04,M,OMS,OPEN,OHU,NA,NA,69.33,ACAP,35000,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4932,3,SINHGAD NARHE,6182,3,84.77,M,OMS,OPEN,OHU,NA,NA,68.33,ACAP,109484,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4933,4,SINHGAD NARHE,6182,4,50.02,M,TYPE A,OPEN,PUNE,NA,NA,66.33,ACAP,93450,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4934,5,SINHGAD NARHE,6182,5,61.36,M,TYPE A,OPEN,PUNE,NA,NA,71,ACAP,109484,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4935,6,SINHGAD NARHE,6182,6,58,M,TYPE A,SC,OHU,NA,NA,66.33,ACAP,50000,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4936,1,SINHGAD NARHE,6182,7,54.89,M,OMS,OPEN,OHU,NA,NA,63.33,IL,109484,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4937,2,SINHGAD NARHE,6182,8,43.14,M,TYPE A,OBC,PUNE,NA,NA,63.33,IL,109484,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4938,3,SINHGAD NARHE,6182,10,43.25,M,TYPE A,OPEN,PUNE,NA,NA,59,IL,106484,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4939,4,SINHGAD NARHE,6182,11,37.94,M,TYPE A,OPEN,PUNE,NA,NA,58.33,IL,49900,INSTITUTE LEVEL,NO,CIVIL,INDIAN
4940,5,SINHGAD NARHE,6182,12,50.81,M,OMS,OPEN,OHU,NA,NA,57.67,IL,58000,INSTITUTE LEVEL,NO,CIVIL,INDIAN
